TagID,Latitude,Longitude,Address,Sign,GPS_Latitude,GPS_Longitude,Count,Time
0xe200210020005b4d153e0272,30.639117,-96.4678,Bryan Rd - Fifth St,Stop,,,0,
0xe2002100200050ce15100272,30.638895,-96.4676,Bryan Rd - Fifth St,Stop,,,0,
0xe200210020005311147b0272,30.638921,-96.4678,Bryan Rd - Fifth St,Street: Bryan Rd,,,0,
0xe20021002000545915620272,30.637929,-96.4678,Sixth St - Bryan Rd,Street: Bryan Rd,,,0,
0xe200210020005b45153c0272,30.637929,-96.4678,Sixth St - Bryan Rd,Street: Sixth St,,,0,
0xe20021002000558213f70272,30.635671,-96.4678,Bryan Rd - Seventh St,Street: Bryan Rd,,,0,
0xe20021002000549513b20272,30.635671,-96.4678,Bryan Rd - Seventh St,Street: Seventh St,,,0,
0xe2002100200050c315120272,30.635671,-96.4678,Bryan Rd - Seventh St,Yield,,,0,
0xe200210020005aca14610272,30.633712,-96.4727,Avenue B - Project Dr,Street: Project Dr,,,0,
0xe20021002000571915260272,30.633712,-96.4727,Avenue B - Project Dr,Street: Avenue B,,,0,
0xe200210020005396139f0272,30.633164,-96.4727,Avenue B - Stirling Dr,Street: Stirling Dr,,,0,
0xe20021002000579d15600272,30.633164,-96.4727,Avenue B - Stirling Dr,Street: Avenue B,,,0,
0xe200210020005589137a0272,30.635279,-96.4701,Avenue D - Seventh St,Stop,,,0,
0xe20021002000599b14fb0272,30.635279,-96.4701,Avenue D - Seventh St,Street: Seventh St,,,0,
0xe20021002000589414620272,30.635279,-96.4701,Avenue D - Seventh St,Street: Avenue D,,,0,
0xe20021002000555b15600272,30.635671,-96.4703,Avenue D - Seventh St,Stop,,,0,
0xe20021002000555315280272,30.635723,-96.4717,Avenue C - Seventh St,Stop,,,0,
0xe20021002000569315600272,30.635723,-96.4717,Avenue C - Seventh St,Street: Avenue C,,,0,
0xe20021002000508a13e00272,30.635723,-96.4717,Avenue C - Seventh St,Street: Seventh St,,,0,
0xe20021002000509d13df0272,30.635684,-96.4729,Avenue B - Seventh St,Stop,,,0,
0xe20021002000568915250272,30.635684,-96.4729,Avenue B - Seventh St,Street: Avenue B,,,0,
0xe200210020005b42138a0272,30.635684,-96.4729,Avenue B - Seventh St,Street: Seventh St,,,0,
0xe20021002000578313b30272,30.635475,-96.474,Avenue A - Seventh St,Yield,,,0,
0xe20021002000545214940272,30.635645,-96.4742,Avenue A - Seventh St,Yield,,,0,
0xe200210020005859138b0272,30.635645,-96.4742,Avenue A - Seventh St,Street: Avenue A,,,0,
0xe2002100200058c114120272,30.635645,-96.4742,Avenue A - Seventh St,Street: Seventh St,,,0,
0xe20021002000578315270272,30.635658,-96.4754,Seventh St - Flight Line Dr,Stop,,,0,
0xe20021002000558215290272,30.635658,-96.4754,Seventh St - Flight Line Dr,Street: Flight Line,,,0,
0xe200210020005a9e13c60272,30.635658,-96.4754,Seventh St - Flight Line Dr,Street: Seventh St,,,0,
0xe20021002000525e154d0272,30.638151,-96.4754,Sixth St - Flight Line Dr,Stop,,,0,
0xe20021002000569514e30272,30.638151,-96.4754,Sixth St - Flight Line Dr,Street: Flight Line,,,0,
0xe2002100200056d215260272,30.638151,-96.4754,Sixth St - Flight Line Dr,Street: Sixth St,,,0,
0xe2002100200056cd15250272,30.637942,-96.4739,Avenue A - Sixth St,Yield,,,0,
0xe200210020005095154f0272,30.638138,-96.4741,Avenue A - Sixth St,Yield,,,0,
0xe20021002000570b13b50272,30.638138,-96.4741,Avenue A - Sixth St,Street: Sixth St,,,0,
0xe20021002000595a14620272,30.638138,-96.4741,Avenue A - Sixth St,Street: Avenue A,,,0,
0xe20021002000595913890272,30.638895,-96.4742,Fifth St - Avenue A,Stop,,,0,
0xe20021002000528314cb0272,30.639104,-96.4739,Fifth St - Avenue A,Stop,,,0,
0xe2002100200050d4139b0272,30.639104,-96.4739,Fifth St - Avenue A,Street: Fifth St,,,0,
0xe20021002000555314450272,30.639104,-96.4739,Fifth St - Avenue A,Street: Avenue A,,,0,
0xe20021002000558d13760272,30.641371,-96.4742,Fourth St - Avenue A,Yield,,,0,
0xe200210020005b5414fd0272,30.641602,-96.4739,Fourth St - Avenue A,Yield,,,0,
0xe200210020005491152a0272,30.641602,-96.4739,Fourth St - Avenue A,Street: Avenue A,,,0,
0xe20021002000585313c60272,30.642767,-96.4739,Avenue A - Third St,Yield,,,0,
0x100000000000000000000002,30.642829,-96.4741,Avenue A - Third St,Yield,,,8,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe200210020005156147d0272,30.643341,-96.4742,Avenue A - Third St,Yield,,,0,
0xe200210020005351150f0272,30.643341,-96.4742,Second St - Avenue A,Street: Second St,,,0,
0xe20021002000508b147e0272,30.643341,-96.4742,Second St - Avenue A,Street: Avenue A,,,0,
0xe20021002000579b14470272,30.642767,-96.4739,Avenue A - Third St,Street: Third St,,,0,
0xe20021002000531414cc0272,30.642767,-96.4739,Avenue A - Third St,Street: Avenue A,,,0,
0x10000000000000000000067,30.635858,-96.4652,Avenue A - Third St,text,,,0,
0x100000000000000000000008,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000011,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:43 GMT"
0xe200210020005941138a0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9980,"Thu, 22 Sep 2016 12:24:43 GMT"
0xe20021002000578315630272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9983,"Thu, 22 Sep 2016 12:24:41 GMT"
0x100000000000000000000016,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000021,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000007,unknown,unknown,unknown,unknown,0.000000,0.000000,-9978,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000024,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe20021002000535e154f0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9985,"Thu, 22 Sep 2016 12:24:41 GMT"
0x100000000000000000000003,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000014,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000013,unknown,unknown,unknown,unknown,0.000000,0.000000,-9974,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000001,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000005,unknown,unknown,unknown,unknown,0.000000,0.000000,-9974,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000010,unknown,unknown,unknown,unknown,0.000000,0.000000,-9974,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000022,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000019,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000006,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000025,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000009,unknown,unknown,unknown,unknown,0.000000,0.000000,-9974,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000015,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000026,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000018,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000004,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0xe2002100200050c5139c0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9985,"Thu, 22 Sep 2016 12:24:41 GMT"
0x100000000000000000000030,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0xe200210020005a95156f0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9983,"Thu, 22 Sep 2016 12:24:41 GMT"
0x100000000000000000000028,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe200210020005945145f0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9984,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000020,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000029,unknown,unknown,unknown,unknown,0.000000,0.000000,-9977,"Thu, 22 Sep 2016 12:24:42 GMT"
0x300833b2ddd9014035050000,unknown,unknown,unknown,unknown,0.000000,0.000000,-9927,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000027,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe200210020005b5c14600272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9984,"Thu, 22 Sep 2016 12:24:41 GMT"
0xe200210020005a5113c80272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9980,"Thu, 22 Sep 2016 12:24:41 GMT"
0x100000000000000000000023,unknown,unknown,unknown,unknown,0.000000,0.000000,-9976,"Thu, 22 Sep 2016 12:24:42 GMT"
0x100000000000000000000012,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0x100000000000000000000017,unknown,unknown,unknown,unknown,0.000000,0.000000,-9975,"Thu, 22 Sep 2016 12:24:43 GMT"
0xe20021002000565113f80272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9991,"Thu, 22 Sep 2016 12:24:40 GMT"
0x08142015098a308000000022,unknown,unknown,unknown,unknown,0.000000,0.000000,-9996,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe200210020005156139d0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9992,"Thu, 22 Sep 2016 12:24:42 GMT"
0xe20021002000508415500272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9995,"Thu, 22 Sep 2016 12:24:40 GMT"
0xe2002100200050c915500272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9997,"Thu, 22 Sep 2016 12:24:39 GMT"
0xe20021002000564113b30272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9992,"Thu, 22 Sep 2016 12:24:42 GMT"
0x000000000000000000000008,unknown,unknown,unknown,unknown,0.000000,0.000000,-9991,"Thu, 22 Sep 2016 12:24:41 GMT"
0x08142015098a30800000001a,unknown,unknown,unknown,unknown,0.000000,0.000000,-9996,"Thu, 22 Sep 2016 12:24:43 GMT"
0x000000000000000000000005,unknown,unknown,unknown,unknown,0.000000,0.000000,-10000,"Thu, 22 Sep 2016 12:24:19 GMT"
0x000000000000000000000002,unknown,unknown,unknown,unknown,0.000000,0.000000,-9997,"Thu, 22 Sep 2016 12:24:41 GMT"
0xe20021002000535c142a0272,unknown,unknown,unknown,unknown,0.000000,0.000000,-9995,"Thu, 22 Sep 2016 12:24:41 GMT"
0x00000000000000000b000465,unknown,unknown,unknown,unknown,0.000000,0.000000,-10000,"Thu, 22 Sep 2016 12:24:19 GMT"
0x000000000000000000000007,unknown,unknown,unknown,unknown,0.000000,0.000000,-10000,"Thu, 22 Sep 2016 12:24:24 GMT"